A.S. 91066 v3,3.00 cr ,91066 (I) Use rendering techniques to communicate the form of design ideas,Technology,,11DVCz,Graphics,42
A.S. 91067 v4,3.00 cr ,91067 (I) Use the work of an influential designer to inform design ideas,Technology,,11DVCz,Graphics,42
A.S. 91068 v4,6.00 cr ,91068 (I) Undertake development of design ideas through graphics practice,Technology,,11DVCz,Graphics,42
A.S. 91069 v4,4.00 cr ,91069 (I)  Promote an organised body of design work to an audience,Technology,,11DVCz,Graphics,42
A.S. 90983 v3,4.00 cr ,"Economics 1.1 - Demonstrate understanding of consumer choices, using scarcity and/or demand",Economic Theory and Practice,External,11ECO,Economics,48
A.S. 90984 v3,5.00 cr ,90984 (I) Demonstrate understanding of decisions a producer makes about production,Economic Theory and Practice,,11ECO,Economics,48
A.S. 90985 v3,3.00 cr ,Economics 1.3 - Demonstrate understanding of producer choices using supply,Economic Theory and Practice,External,11ECO,Economics,48
A.S. 90986 v3,5.00 cr ,"Economics 1.4 - Demonstrate understanding of how consumer, producer and/or government choices affect society, using market equilibrium",Economic Theory and Practice,External,11ECO,Economics,48
A.S. 90987 v3,4.00 cr ,90987 (I) Understanding a government choice where groups have different viewpoints,Economic Theory and Practice,,11ECO,Economics,48
A.S. 90988 v3,3.00 cr ,90988 (I) Demonstrate understanding of the interdependence of sectors of the economy,Economic Theory and Practice,,11ECO,Economics,48
A.S. 90052 v5,3.00 cr ,90052 (I) Produce creative writing,English,,11ENA,English,65
A.S. 90053 v5,3.00 cr ,90053 (I) Produce formal writing,English,,11ENA,English,65
A.S. 90849 v3,4.00 cr ,"English 1.1 - Show understanding of specified aspect(s) of studied written text(s), using supporting evidence",English,External,11ENA,English,65
A.S. 90850 v3,4.00 cr ,"English 1.2 - Show understanding of specified aspect(s) of studied visual or oral text(s), using supporting evidence",English,External,11ENA,English,65
A.S. 90851 v2,4.00 cr ,"English 1.3 - Show understanding of significant aspects of unfamiliar written text(s) through close reading, using supporting evidence",English,External,11ENA,English,65
A.S. 90852 v2,4.00 cr ,"90852 (I) Explain significant connection(s) across texts, using supporting evidence",English,,11ENA,English,65
A.S. 90855 v2,3.00 cr ,90855 (I) Create a visual text,English,,11ENA,English,65
A.S. 90857 v2,3.00 cr ,90857 (I) Construct and deliver an oral text,English,,11ENA,English,65
A.S. 90052 v5,3.00 cr ,90052 (I) Produce creative writing,English,,11ENG,English,278
A.S. 90053 v5,3.00 cr ,90053 (I) Produce formal writing,English,,11ENG,English,278
A.S. 90849 v3,4.00 cr ,"English 1.1 - Show understanding of specified aspect(s) of studied written text(s), using supporting evidence",English,External,11ENG,English,278
A.S. 90850 v3,4.00 cr ,"English 1.2 - Show understanding of specified aspect(s) of studied visual or oral text(s), using supporting evidence",English,External,11ENG,English,278
A.S. 90851 v2,4.00 cr ,"English 1.3 - Show understanding of significant aspects of unfamiliar written text(s) through close reading, using supporting evidence",English,External,11ENG,English,278
A.S. 90852 v2,4.00 cr ,"90852 (I) Explain significant connection(s) across texts, using supporting evidence",English,,11ENG,English,278
A.S. 90855 v2,3.00 cr ,90855 (I) Create a visual text,English,,11ENG,English,278
A.S. 90857 v2,3.00 cr ,90857 (I) Construct and deliver an oral text,English,,11ENG,English,278
A.S. 90052 v5,3.00 cr ,90052 (I) Produce creative writing,English,,11ENP,English,22
A.S. 90053 v5,3.00 cr ,90053 (I) Produce formal writing,English,,11ENP,English,22
A.S. 90852 v2,4.00 cr ,"90852 (I) Explain significant connection(s) across texts, using supporting evidence",English,,11ENP,English,22
A.S. 90855 v2,3.00 cr ,90855 (I) Create a visual text,English,,11ENP,English,22
A.S. 90856 v2,3.00 cr ,90856 (I) Understand visual and/or oral text(s) through close viewing and/or listening,English,,11ENP,English,22
A.S. 90857 v2,3.00 cr ,90857 (I) Construct and deliver an oral text,English,,11ENP,English,22
U.S. 101 v6,3.00 cr ,101 (I) Develop and use keyboarding skills to enter text,Business Administration,,11ESKZ,Office Systems,20
U.S. 1273 v7,4.00 cr ,1273 (I) Express ideas in writing and write an original story,Communication Skills,,11ESKZ,Office Systems,20
U.S. 1293 v6,2.00 cr ,"to-one, face-to-face interview",Communication Skills,,11ESKZ,Office Systems,20
U.S. 16677 v3,1.00 cr ,16677 (I) Key in text at 15 words per minute (wpm),Business Administration,,11ESKZ,Office Systems,20
U.S. 18743 v4,2.00 cr ,18743 (I) Produce a spreadsheet from instructions using supplied data,Computing,,11ESKZ,Office Systems,20
U.S. 2792 v7,2.00 cr ,2792 (I) Produce simple desktop published documents using templates,Computing,,11ESKZ,Office Systems,20
U.S. 504 v6,2.00 cr ,504 (I) Produce a CV (curriculum vitae),Core Generic,,11ESKZ,Office Systems,20
U.S. 26622 v2,4.00 cr ,26622 (I) Write to communicate ideas for a purpose and audience,Core Generic,,11ESL,ESOL,9
U.S. 26624 v2,3.00 cr ,26624 (I) Read texts with understanding,Core Generic,,11ESL,ESOL,9
U.S. 26625 v3,3.00 cr ,26625 (I) Actively participate in spoken interactions,Core Generic,,11ESL,ESOL,9
U.S. 27982 v1,8.00 cr ,27982 (I) Read and understand basic texts on very familiar topics (EL),Languages,,11ESL,ESOL,9
U.S. 2985 v7,4.00 cr ,2985 (I) Read simple information texts (ESOL),Languages,,11ESL,ESOL,9
U.S. 3482 v7,2.00 cr ,3482 (I) Complete forms in familiar contexts (ESOL),Languages,,11ESL,ESOL,9
A.S. 90852 v2,4.00 cr ,"90852 (I) Explain significant connection(s) across texts, using supporting evidence",English,,11EUE,English,11
A.S. 90855 v2,3.00 cr ,90855 (I) Create a visual text,English,,11EUE,English,11
A.S. 90857 v2,3.00 cr ,90857 (I) Construct and deliver an oral text,English,,11EUE,English,11
U.S. 26622 v2,4.00 cr ,26622 (I) Write to communicate ideas for a purpose and audience,Core Generic,,11EUE,English,11
U.S. 26624 v2,3.00 cr ,26624 (I) Read texts with understanding,Core Generic,,11EUE,English,11
U.S. 26625 v3,3.00 cr ,26625 (I) Actively participate in spoken interactions,Core Generic,,11EUE,English,11
U.S. 3482 v7,2.00 cr ,3482 (I) Complete forms in familiar contexts (ESOL),Languages,,11EUE,English,11
A.S. 90956 v3,5.00 cr ,90956 (I) Demonstrate knowledge of an individual's nutritional needs,Health and Physical Education,,11FDNz,Technology,20
A.S. 90959 v2,5.00 cr ,90959 (I) Demonstrate knowledge of practices and strategies to address food handling,Health and Physical Education,,11FDNz,Technology,20
A.S. 90961 v3,4.00 cr ,Home Economics 1.6 - Demonstrate understanding of how packaging information influences an individual's food choices and well-being,Health and Physical Education,External,11FDNz,Technology,20
U.S. 15900 v5,4.00 cr ,15900 (I) Prepare and present meat in the hospitality industry,Hospitality,,11FDNz,Technology,20
A.S. 90878 v2,5.00 cr ,French 1.1 - Demonstrate understanding of a variety of spoken French texts on areas of most immediate relevance,Languages,External,11FREz,French,9
A.S. 90879 v2,4.00 cr ,90879 (I) Give a spoken presentation that communicates a personal response,Languages,,11FREz,French,9
A.S. 90880 v2,5.00 cr ,90880 (I) Interact using spoken French,Languages,,11FREz,French,9
A.S. 90881 v2,5.00 cr ,French 1.4 - Demonstrate understanding of a variety of French texts on areas of most immediate relevance,Languages,External,11FREz,French,9
A.S. 90882 v2,5.00 cr ,90882 (I) Write a variety of text types in on areas of most immediate relevance,Languages,,11FREz,French,9
A.S. 91007 v3,4.00 cr ,Geography 1.1 - Demonstrate geographic understanding of environments that have been shaped by extreme natural event(s),Social Science Studies,External,11GEOz,Geography,57
A.S. 91009 v3,3.00 cr ,91009 (I) Demonstrate geographic understanding of the sustainable use of an environment,Social Science Studies,,11GEOz,Geography,57
A.S. 91010 v2,4.00 cr ,Geography 1.4 - Apply concepts and basic geographic skills to demonstrate understanding of a given environment,Social Science Studies,External,11GEOz,Geography,57
A.S. 91011 v3,4.00 cr ,"91011 (I) Conduct geographic research, with direction",Social Science Studies,,11GEOz,Geography,57
A.S. 91012 v2,3.00 cr ,91012 (I) Describe aspects of a contemporary New Zealand geographic issue,Social Science Studies,,11GEOz,Geography,57
A.S. 91013 v2,3.00 cr ,91013 (I) Describe aspects of a geographic topic at a global scale,Social Science Studies,,11GEOz,Geography,57
A.S. 90972 v3,4.00 cr ,Health 1.2 - Demonstrate understanding of influences on adolescent eating patterns to make health-enhancing recommendations,Health and Physical Education,External,11HEA,Physical Education,85
A.S. 90973 v3,5.00 cr ,90973 (I) Demonstrate understanding of interpersonal skills used to enhance relationships,Health and Physical Education,,11HEA,Physical Education,85
A.S. 90974 v4,4.00 cr ,90974 (I) Demonstrate understanding of strategies for promoting positive sexuality,Health and Physical Education,,11HEA,Physical Education,85
A.S. 90975 v3,4.00 cr ,Health 1.6 - Demonstrate understanding of issues to make health-enhancing decisions in drug-related situations,Health and Physical Education,External,11HEA,Physical Education,85
A.S. 91097 v3,4.00 cr ,91097 (I) Understand well-being and strategies to support well-being,Health and Physical Education,,11HEA,Physical Education,85
A.S. 91001 v3,4.00 cr ,"91001 (I) Carry out an investigation of an historical event, or place, of significance",Social Science Studies,,11HIS,History,47
A.S. 91002 v3,4.00 cr ,"91002 (I) Demonstrate understanding of an historical event, or place, of significance",Social Science Studies,,11HIS,History,47
A.S. 91004 v3,4.00 cr ,History 1.4 - Demonstrate understanding of different perspectives of people in an historical event of significance to New Zealanders,Social Science Studies,,11HIS,History,47
A.S. 91005 v3,4.00 cr ,History 1.5 - Describe the causes and consequences of an historical event,Social Science Studies,External,11HIS,History,47
A.S. 91006 v4,4.00 cr ,History 1.6 - Describe how a significant historical event affected New Zealand society,Social Science Studies,External,11HIS,History,47
U.S. 10792 v3,3.00 cr ,10792 (I) Write formal personal correspondence,Communication Skills,,11IME,ESOL,9
U.S. 27985 v1,12.00 cr ,27985 (I) Participate in very basic everyday spoken transactions (EL Foundation),Languages,,11IME,ESOL,9
U.S. 27995 v1,10.00 cr ,"27995 (I) Write numbers, phrases and very simple sentences (EL Foundation)",Languages,,11IME,ESOL,9
U.S. 2968 v7,4.00 cr ,2968 (I) Read simple recounts of life experiences (ESOL),Languages,,11IME,ESOL,9
A.S. 91049 v3,4.00 cr ,Generic Technology 1.6 - Demonstrate understanding of how materials enable technological products to function,Technology,External,11IWPz,Technology,90
U.S. 22923 v2,12.00 cr ,22923 (I) Demonstrate basic engineering workshop skills under close supervision,Mechanical Engineering,,11IWPz,Technology,90
U.S. 22926 v2,2.00 cr ,22926 (I) Demonstrate knowledge of safety procedures in the workshop,Mechanical Engineering,,11IWPz,Technology,90
U.S. 24352 v1,2.00 cr ,24352 (I) Demonstrate knowledge of working practices for a BCATS project,Construction Trades,,11IWPz,Technology,90
U.S. 24355 v1,4.00 cr ,24355 (I) Demonstrate knowledge of construction and manufacturing materials,Construction Trades,,11IWPz,Technology,90
U.S. 24356 v1,8.00 cr ,24356 (I) Apply elementary workshop procedures and processes for BCATS projects,Construction Trades,,11IWPz,Technology,90
U.S. 25919 v1,2.00 cr ,25919 (I) Use hardware and fastenings for a BCATS project,Construction Trades,,11IWPz,Technology,90
U.S. 25920 v1,3.00 cr ,25920 (I) Use joints for a BCATS project,Construction Trades,,11IWPz,Technology,90
A.S. 91027 v3,4.00 cr ,Mathematics and Statistics 1.2 - Apply algebraic procedures in solving problems,Mathematics,External,11MAA,Mathematics,61
A.S. 91028 v3,4.00 cr ,"Mathematics and Statistics 1.3 - Investigate relationships between tables, equations and graphs",Mathematics,External,11MAA,Mathematics,61
A.S. 91031 v4,4.00 cr ,Mathematics and Statistics 1.6 - Apply geometric reasoning in solving problems,Mathematics,External,11MAA,Mathematics,61
A.S. 91035 v3,4.00 cr ,91035 (I) Investigate a given multivariate data set using the statistical enquiry cycle,Statistics and Probability,,11MAA,Mathematics,61
A.S. 91037 v4,4.00 cr ,Mathematics and Statistics 1.12 - Demonstrate understanding of chance and data,Statistics and Probability,External,11MAA,Mathematics,61
A.S. 91259 v1,3.00 cr ,91259 (I) Apply trigonometric relationships in solving problems,Mathematics,,11MAA,Mathematics,61
A.S. 91085 v2,6.00 cr ,91085 (I) Whakarongo kia mohio ki te reo o tona ao,Reo Maori,,11MAOz,Maori,21
A.S. 91086 v2,6.00 cr ,91086 (I) Korero kia whakamahi i te reo o tona ao,Reo Maori,,11MAOz,Maori,21
A.S. 91087 v2,6.00 cr ,Te Reo Maori 1.3 - Panui kia mohio ki te reo o tona ao,Reo Maori,External,11MAOz,Maori,21
A.S. 91088 v2,6.00 cr ,Te Reo Maori 1.4 - Tuhi i te reo o tona ao,Reo Maori,External,11MAOz,Maori,21
A.S. 91089 v2,6.00 cr ,91089 (I) Waihanga tuhinga i te reo o tona ao,Reo Maori,,11MAOz,Maori,21
A.S. 91026 v3,4.00 cr ,91026 (I) Apply numeric reasoning in solving problems,Mathematics,,11MAT,Mathematics,148
A.S. 91027 v3,4.00 cr ,Mathematics and Statistics 1.2 - Apply algebraic procedures in solving problems,Mathematics,External,11MAT,Mathematics,148
A.S. 91028 v3,4.00 cr ,"Mathematics and Statistics 1.3 - Investigate relationships between tables, equations and graphs",Mathematics,External,11MAT,Mathematics,148
A.S. 91032 v3,3.00 cr ,91032 (I) Apply right-angled triangles in solving measurement problems,Mathematics,,11MAT,Mathematics,148
A.S. 91035 v3,4.00 cr ,91035 (I) Investigate a given multivariate data set using the statistical enquiry cycle,Statistics and Probability,,11MAT,Mathematics,148
A.S. 91037 v4,4.00 cr ,Mathematics and Statistics 1.12 - Demonstrate understanding of chance and data,Statistics and Probability,External,11MAT,Mathematics,148
A.S. 90990 v2,3.00 cr ,90990 (I) Demonstrate understanding of selected elements of media text(s),Social Science Studies,,11MEDz,Media Studies,77
A.S. 90992 v2,4.00 cr ,Media Studies 1.4 - Demonstrate understanding of characteristics of a media genre,Social Science Studies,External,11MEDz,Media Studies,77
A.S. 90993 v2,3.00 cr ,90993 (I) Produce a design and plan using a range of media conventions,Social Science Studies,,11MEDz,Media Studies,77
A.S. 90994 v2,6.00 cr ,90994 (I) Complete a media product from a design and plan,Social Science Studies,,11MEDz,Media Studies,77
A.S. 90995 v2,3.00 cr ,90995 (I) Demonstrate understanding of rules that govern the media in New Zealand,Social Science Studies,,11MEDz,Media Studies,77
A.S. 90996 v2,3.00 cr ,90996 (I) Write media texts for a specific target audience,Social Science Studies,,11MEDz,Media Studies,77
A.S. 91026 v3,4.00 cr ,91026 (I) Apply numeric reasoning in solving problems,Mathematics,,11MNU,Mathematics,70
A.S. 91036 v3,3.00 cr ,91036 (I) Investigate bivariate numerical data using the statistical enquiry cycle,Statistics and Probability,,11MNU,Mathematics,70
A.S. 91038 v3,3.00 cr ,91038 (I) Investigate a situation involving elements of chance,Statistics and Probability,,11MNU,Mathematics,70
U.S. 26623 v2,4.00 cr ,26623 (I) Use number to solve problems,Core Generic,,11MNU,Mathematics,70
U.S. 26626 v2,3.00 cr ,26626 (I) Interpret statistical information for a purpose,Core Generic,,11MNU,Mathematics,70
U.S. 26627 v2,3.00 cr ,26627 (I) Use measurement to solve problems,Core Generic,,11MNU,Mathematics,70
A.S. 91090 v3,6.00 cr ,91090 (I) Perform two pieces of music as a featured soloist,Music,,11MUS,Music,21
A.S. 91091 v3,4.00 cr ,91091 (I) Perform a piece of music as a member of a group,Music,,11MUS,Music,21
A.S. 91092 v3,6.00 cr ,91092 (I) Compose two original pieces of music,Music,,11MUS,Music,21
A.S. 91093 v3,4.00 cr ,Music 1.4 - Demonstrate aural and theoretical skills through transcription,Music,External,11MUS,Music,21
A.S. 91094 v3,4.00 cr ,Music 1.5 - Demonstrate knowledge of conventions used in music scores,Music,External,11MUS,Music,21
A.S. 91095 v3,6.00 cr ,91095 (I) Demonstrate knowledge of two music works from contrasting contexts,Music,,11MUS,Music,21
A.S. 91090 v3,6.00 cr ,91090 (I) Perform two pieces of music as a featured soloist,Music,,11MUSA,Music,14
A.S. 91091 v3,4.00 cr ,91091 (I) Perform a piece of music as a member of a group,Music,,11MUSA,Music,14
A.S. 91092 v3,6.00 cr ,91092 (I) Compose two original pieces of music,Music,,11MUSA,Music,14
A.S. 91093 v3,4.00 cr ,Music 1.4 - Demonstrate aural and theoretical skills through transcription,Music,External,11MUSA,Music,14
A.S. 91094 v3,4.00 cr ,Music 1.5 - Demonstrate knowledge of conventions used in music scores,Music,External,11MUSA,Music,14
A.S. 91095 v3,6.00 cr ,91095 (I) Demonstrate knowledge of two music works from contrasting contexts,Music,,11MUSA,Music,14
A.S. 91270 v2,6.00 cr ,91270 (I) Perform two substantial pieces of music as a featured soloist,Music,,11MUSA,Music,14
A.S. 91272 v2,4.00 cr ,91272 (I) Perform a substantial piece of music as a member of a group,Music,,11MUSA,Music,14
A.S. 90962 v3,5.00 cr ,90962 (I) Participate actively in a variety of physical activities,Health and Physical Education,,11PEAz,Physical Education,29
A.S. 90963 v3,5.00 cr ,90963 (I) Demonstrate understanding of the function of the body,Health and Physical Education,,11PEAz,Physical Education,29
A.S. 90964 v3,3.00 cr ,90964 (I) Demonstrate quality movement in the performance of a physical activity,Health and Physical Education,,11PEAz,Physical Education,29
A.S. 90966 v2,4.00 cr ,90966 (I) Demonstrate interpersonal skills in a group,Health and Physical Education,,11PEAz,Physical Education,29
A.S. 90967 v2,3.00 cr ,90967 (I) Demonstrate strategies to improve the performance of a physical activity,Health and Physical Education,,11PEAz,Physical Education,29
A.S. 90968 v3,3.00 cr ,90968 (I) Demonstrate responsible behaviour for safety in outdoor education activities,Health and Physical Education,,11PEAz,Physical Education,29
A.S. 90962 v3,5.00 cr ,90962 (I) Participate actively in a variety of physical activities,Health and Physical Education,,11PEDz,Physical Education,181
A.S. 90963 v3,5.00 cr ,90963 (I) Demonstrate understanding of the function of the body,Health and Physical Education,,11PEDz,Physical Education,181
A.S. 90964 v3,3.00 cr ,90964 (I) Demonstrate quality movement in the performance of a physical activity,Health and Physical Education,,11PEDz,Physical Education,181
A.S. 90966 v2,4.00 cr ,90966 (I) Demonstrate interpersonal skills in a group,Health and Physical Education,,11PEDz,Physical Education,181
A.S. 90967 v2,3.00 cr ,90967 (I) Demonstrate strategies to improve the performance of a physical activity,Health and Physical Education,,11PEDz,Physical Education,181
A.S. 90915 v2,6.00 cr ,90915 (I) Use drawing conventions to develop work in more than one field of practice,Visual Arts,,11PHDz,Art,42
A.S. 90916 v3,12.00 cr ,"Visual Arts 1.4 - Produce a body of work informed by established practice, which develops ideas, using a range of media",Visual Arts,External,11PHDz,Art,42
A.S. 90917 v3,4.00 cr ,90917 (I) Produce an art work that demonstrates skills within cultural conventions,Visual Arts,,11PHDz,Art,42
A.S. 91026 v3,4.00 cr ,91026 (I) Apply numeric reasoning in solving problems,Mathematics,,11PTSM,Mathematics,18
A.S. 91036 v3,3.00 cr ,91036 (I) Investigate bivariate numerical data using the statistical enquiry cycle,Statistics and Probability,,11PTSM,Mathematics,18
U.S. 26623 v2,4.00 cr ,26623 (I) Use number to solve problems,Core Generic,,11PTSM,Mathematics,18
U.S. 26626 v2,3.00 cr ,26626 (I) Interpret statistical information for a purpose,Core Generic,,11PTSM,Mathematics,18
U.S. 26627 v2,3.00 cr ,26627 (I) Use measurement to solve problems,Core Generic,,11PTSM,Mathematics,18
A.S. 90930 v3,4.00 cr ,"90930 (I) Carry out a practical chemistry investigation, with direction",Science,,11SCA,Science,30
A.S. 90935 v3,4.00 cr ,90935 (I) Carry out a practical physics investigation that leads to a linear relationship,Science,,11SCA,Science,30
A.S. 90940 v3,4.00 cr ,Science 1.1 - Demonstrate understanding of aspects of mechanics,Science,External,11SCA,Science,30
A.S. 90944 v4,4.00 cr ,Science 1.5 - Demonstrate understanding of aspects of acids and bases,Science,External,11SCA,Science,30
A.S. 90948 v3,4.00 cr ,Science 1.9 - Demonstrate understanding of biological ideas relating to genetic variation,Science,External,11SCA,Science,30
A.S. 91153 v2,4.00 cr ,"91153 (I) Carry out a practical investigation in a biology context, with supervision",Science,,11SCA,Science,30
A.S. 90925 v3,4.00 cr ,"90925 (I) Carry out a practical investigation in a biological context, with direction",Science,,11SCG,Science,158
A.S. 90926 v3,3.00 cr ,90926 (I) Report on a biological issue,Science,,11SCG,Science,158
A.S. 90929 v4,3.00 cr ,Biology 1.5 - Demonstrate understanding of biological ideas relating to a mammal(s) as a consumer(s),Science,External,11SCG,Science,158
A.S. 90946 v3,4.00 cr ,90946 (I) Investigate the implications of the properties of metals for their use in society,Science,,11SCG,Science,158
A.S. 90950 v3,4.00 cr ,90950 (I) Investigate biological interactions between humans and micro-organisms,Science,,11SCG,Science,158
A.S. 90952 v3,4.00 cr ,90952 (I) Demonstrate understanding of the formation of surface features in New Zealand,Science,,11SCG,Science,158
A.S. 90954 v3,4.00 cr ,90954 (I) Demonstrate understanding of the effects of astronomical cycles on planet Earth,Science,,11SCG,Science,158
A.S. 90930 v3,4.00 cr ,"90930 (I) Carry out a practical chemistry investigation, with direction",Science,,11SCI,Science,189
A.S. 90935 v3,4.00 cr ,90935 (I) Carry out a practical physics investigation that leads to a linear relationship,Science,,11SCI,Science,189
A.S. 90940 v3,4.00 cr ,Science 1.1 - Demonstrate understanding of aspects of mechanics,Science,External,11SCI,Science,189
A.S. 90944 v4,4.00 cr ,Science 1.5 - Demonstrate understanding of aspects of acids and bases,Science,External,11SCI,Science,189
A.S. 90948 v3,4.00 cr ,Science 1.9 - Demonstrate understanding of biological ideas relating to genetic variation,Science,External,11SCI,Science,189
A.S. 90925 v3,4.00 cr ,"90925 (I) Carry out a practical investigation in a biological context, with direction",Science,,11SCP,Science,17
A.S. 90930 v3,4.00 cr ,"90930 (I) Carry out a practical chemistry investigation, with direction",Science,,11SCP,Science,17
A.S. 90935 v3,4.00 cr ,90935 (I) Carry out a practical physics investigation that leads to a linear relationship,Science,,11SCP,Science,17
A.S. 90949 v3,4.00 cr ,90949 (I) Investigate life processes and environmental factors that affect them,Science,,11SCP,Science,17
A.S. 90952 v3,4.00 cr ,90952 (I) Demonstrate understanding of the formation of surface features in New Zealand,Science,,11SCP,Science,17
U.S. 18986 v6,2.00 cr ,18986 (I) Select and use scientific equipment,Science,,11SCP,Science,17
U.S. 21611 v5,2.00 cr ,21611 (I) Follow instructions to carry out and report on a practical scientific activity,Science,,11SCP,Science,17
A.S. 90818 v2,6.00 cr ,90818 (I) Describe the application of the key ethical principle(s) of a religion,Religious Studies,,11SOC,Social Studies,52
A.S. 91039 v3,4.00 cr ,Social Studies 1.1 - Describe how cultures change,Social Science Studies,External,11SOC,Social Studies,52
A.S. 91040 v3,4.00 cr ,91040 (I) Conduct a social inquiry,Social Science Studies,,11SOC,Social Studies,52
A.S. 91041 v3,4.00 cr ,Social Studies 1.3 - Describe consequences of cultural change(s),Social Science Studies,External,11SOC,Social Studies,52
A.S. 91042 v3,4.00 cr ,91042 (I) Report on personal involvement in a social justice and human rights action,Social Science Studies,,11SOC,Social Studies,52
A.S. 91043 v2,4.00 cr ,91043 (I) Describe a social justice and human rights action,Social Science Studies,,11SOC,Social Studies,52
U.S. 28119 v1,4.00 cr ,28119 (I) Describe a social process,Social Science Studies,,11SOC,Social Studies,52
U.S. 8993 v3,4.00 cr ,8993 (I) Describe a social institution,Social Science Studies,,11SOC,Social Studies,52
